,Contrato,Usuario Libre,Suministrador,Fecha de Suscripción,Fecha de Finalización,Precio Base,Precio FP,Rango de duración,Potencia_HP,Potencia_HFP,BRG,Precio de Potencia,Consistencia,Link,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
9321,,INGENIERIA EN CARTONES Y¿ PAPELES S.A.C.,Luz del Sur,2021-01-02 00:00:00,2023-12-31 00:00:00,8.91,8.91,2.9945205479452053,0.3311,0,,,0,,,,,
9322,,ADMINISTRACION DE ESPACIOS CORPORATIVOS S.A.C.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,12.25,12.25,3.0,0.2093,0,,,0,,,,,
9323,,Cencosud Retail Per¿ S.A.,Luz del Sur,2022-01-08 00:00:00,2025-07-31 00:00:00,11.13,11.13,3.5616438356164384,0.1585,0,,,0,,,,,
9324,,DUPREE VENTA DIRECTA S.R.L.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,12.99,12.99,3.0,0.153,0,,,0,,,,,
9325,,AVIVEL S.A.C.,Luz del Sur,2022-01-12 00:00:00,2025-04-30 00:00:00,11.13,11.13,3.2986301369863016,0.008,0,,,0,,,,,
9326,,PVC GERFOR PERU S.A.C.,Luz del Sur,2022-01-12 00:00:00,2024-12-31 00:00:00,12.99,12.99,2.96986301369863,0.0889,0,,,0,,,,,
9327,,INVERSIONES PLASTIC FELIX E.I.R.L.,Luz del Sur,2022-01-10 00:00:00,2025-09-30 00:00:00,12.62,12.62,3.723287671232877,0.3103,0,,,0,,,,,
9328,,ALDEA LOGISTICA GLOBAL SAC,Luz del Sur,2021-01-11 00:00:00,2024-10-31 00:00:00,12.25,12.25,3.8054794520547945,0.3728,0,,,0,,,,,
9329,,ADMINISTRACION DE ESPACIOS CORPORATIVOS S.A.C.,Luz del Sur,2023-01-01 00:00:00,2025-12-31 00:00:00,12.25,12.25,3.0,0.1736,0,,,0,,,,,
9330,,LORD & GOLDMAN ENERGY S.A.C.,Luz del Sur,2023-01-02 00:00:00,2026-01-31 00:00:00,13.36,13.36,3.0821917808219177,0.2075,0,,,0,,,,,
9331,,DISTRIBUIDORA KATAL S.A.,Luz del Sur,2022-01-09 00:00:00,2025-08-31 00:00:00,12.62,12.62,3.643835616438356,0.0278,0,,,0,,,,,
9332,,MEGACENTRO INDUSTRIALES SUR S.A.C.,Luz del Sur,2021-01-11 00:00:00,2024-10-31 00:00:00,11.88,11.88,3.8054794520547945,0.1397,0,,,0,,,,,
9333,,POLYTEX S.A.,Luz del Sur,2022-01-01 00:00:00,2024-12-31 00:00:00,11.88,11.88,3.0,0.1539,0,,,0,,,,,
9334,,WESTFALIA FRUIT PER¿ S.A.C.,Luz del Sur,2022-01-04 00:00:00,2025-03-31 00:00:00,11.88,11.88,3.2383561643835614,0.4014,0,,,0,,,,,
9335,,LLUVISOL TEXTIL S.A.C.,Luz del Sur,2022-01-06 00:00:00,2025-05-31 00:00:00,11.5,11.5,3.4,0.3302,0,,,0,,,,,
9336,,ECOPACKING CLAMSHELLS S.A.,Luz del Sur,2022-01-05 00:00:00,2025-04-30 00:00:00,11.32,11.32,3.317808219178082,0.7607,0,,,0,,,,,
9337,,SEROALZ S.A.C.,Luz del Sur,2023-01-03 00:00:00,2026-02-28 00:00:00,14.84,14.84,3.1561643835616437,0.0018,0,,,0,,,,,
9338,,KUNTUR COMERCIAL E.I.R.L.,Luz del Sur,2022-01-09 00:00:00,2025-08-31 00:00:00,11.88,11.88,3.643835616438356,0.191,0,,,0,,,,,
9339,,AVIVEL S.A.C.,Luz del Sur,2022-01-12 00:00:00,2025-04-30 00:00:00,11.13,11.13,3.2986301369863016,0.4635,0,,,0,,,,,
9340,,CORPORACION SAN SIMON S.A.C.,Luz del Sur,2022-01-06 00:00:00,2025-05-31 00:00:00,12.62,12.62,3.4,0.4006,0,,,0,,,,,
9341,,REFRACTARIOS PERUANOS S A,Enel Distribución Perú,2016-01-05 00:00:00,2021-05-30 00:00:00,0,0,5.402739726027397,0.7,0.7,,,0,,,,,
9342,,COMPAÑIA GOODYEAR DEL PERU S.A.,Enel Distribución Perú,2016-01-08 00:00:00,2021-08-31 00:00:00,0,0,5.64931506849315,4,4,,,0,,,,,
9343,,AJINOMOTO DEL PERU S A,Enel Distribución Perú,2016-01-09 00:00:00,2025-08-31 00:00:00,0,0,9.64931506849315,5,5,,,0,,,,,
9344,,HILANDERIA DE ALGODON PERUANO S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-03-31 00:00:00,10.76,10.18,9.246575342465754,2.4,2.4,,,0,,,,,
9345,,HILANDERIA DE ALGODON PERUANO S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-03-31 00:00:00,10.76,10.18,9.246575342465754,1.45,1.45,,,0,,,,,
9346,,HILANDERIA DE ALGODON PERUANO S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-03-31 00:00:00,10.76,10.18,9.246575342465754,1.5,1.5,,,0,,,,,
9347,,BRANCOR INDUSTRIAS S.A.C.- BRANCOR S.A.C,Enel Distribución Perú,2020-01-03 00:00:00,2025-02-28 00:00:00,0,0,5.158904109589041,2.8,2.8,,,0,,,,,
9348,,ARIS INDUSTRIAL S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2021-08-31 00:00:00,8.75,8.75,6.6438356164383565,4.2,4.2,,,0,,,,,
9349,,INMOBILIARIA SAN LUIS S.A.C.,Enel Distribución Perú,2016-01-02 00:00:00,2025-02-28 00:00:00,0,0,9.164383561643836,1.35,1.35,,,0,,,,,
9350,,INDECO S.A.,Enel Distribución Perú,2015-01-09 00:00:00,2023-06-30 00:00:00,0,0,8.476712328767123,5.8,5.8,,,0,,,,,
9351,,INDUSTRIAS DEL ENVASE S A,Enel Distribución Perú,2018-01-03 00:00:00,2021-03-31 00:00:00,9.88,9.27,3.241095890410959,3.5,3.5,,,0,,,,,
9352,,CORPORACION CERAMICA S A,Enel Distribución Perú,2015-01-01 00:00:00,2019-01-31 00:00:00,0,0,4.0849315068493155,0.8,0.8,,,0,,,,,
9353,,FUNDICION VENTANILLA S A,Enel Distribución Perú,2016-01-01 00:00:00,2020-01-31 00:00:00,0,0,4.0849315068493155,2.75,2.75,,,0,,,,,
9354,,INDUSTRIAS NETTALCO S.A.,Enel Distribución Perú,2016-01-02 00:00:00,2025-03-31 00:00:00,0,0,9.24931506849315,0.45,0.45,,,0,,,,,
9355,,MINERA COLQUISIRI S.A.,Enel Distribución Perú,2016-01-03 00:00:00,2025-06-30 00:00:00,0,0,9.495890410958904,4.4,4.4,,,0,,,,,
9356,,SAN FERNANDO S.A.,Enel Distribución Perú,2017-01-04 00:00:00,2027-09-30 00:00:00,9.08,9.08,10.742465753424657,0.6,0.6,,,0,,,,,
9357,,SAN FERNANDO S.A.,Enel Distribución Perú,2017-01-04 00:00:00,2027-09-30 00:00:00,9.08,9.08,10.742465753424657,2.3,2.3,,,0,,,,,
9358,,SAN FERNANDO S.A.,Enel Distribución Perú,2017-01-04 00:00:00,2022-04-28 00:00:00,9.08,9.08,5.315068493150685,3.1,3.1,,,0,,,,,
9359,,APM TERMINALS CALLAO SOCIEDAD ANONIMA,Enel Distribución Perú,2016-01-11 00:00:00,2021-11-30 00:00:00,9,9,5.890410958904109,6,6,,,0,,,,,
9360,,DP WORLD CALLAO S.R.L.,Enel Distribución Perú,2018-01-01 00:00:00,2021-01-31 00:00:00,8.11,8.11,3.084931506849315,5,5,,,0,,,,,
9361,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,1.5,1.5,,,0,,,,,
9362,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,8.9,8.9,,,0,,,,,
9363,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2021-01-03 00:00:00,2026-02-28 00:00:00,0,0,5.156164383561644,4.5,4.5,,,0,,,,,
9364,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,1.35,1.35,,,0,,,,,
9365,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,2.951,2.951,,,0,,,,,
9366,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,1.2,1.2,,,0,,,,,
9367,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,1.2,1.2,,,0,,,,,
9368,,ARCA CONTINENTAL LINDLEY S.A.,Enel Distribución Perú,2015-01-10 00:00:00,2020-10-31 00:00:00,0,0,5.810958904109589,5.1,5.1,,,0,,,,,
9369,,FILASUR S.A.,Enel Distribución Perú,2016-01-02 00:00:00,2021-02-28 00:00:00,0,0,5.161643835616438,4.35,4.35,,,0,,,,,
9370,,ENVASES INDUSTRIALES S.A.C.,Enel Distribución Perú,2016-01-03 00:00:00,2021-03-01 00:00:00,0,0,5.161643835616438,0.25,0.25,,,0,,,,,
9371,,ENVASES INDUSTRIALES S.A.C.,Enel Distribución Perú,2016-01-03 00:00:00,2021-03-01 00:00:00,0,0,5.161643835616438,0.3,0.3,,,0,,,,,
9372,,ANDINA PLAST S R L,Enel Distribución Perú,2016-01-03 00:00:00,2021-03-01 00:00:00,0,0,5.161643835616438,1.4,1.4,,,0,,,,,
9373,,ANDINA PLAST S R L,Enel Distribución Perú,2016-01-03 00:00:00,2021-03-01 00:00:00,0,0,5.161643835616438,0.6,0.6,,,0,,,,,
9374,,HELATONY'S SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2016-09-03 00:00:00,2025-03-31 00:00:00,0,0,8.578082191780823,2.5,2.5,,,0,,,,,
9375,,PIERIPLAST S.A.C.,Enel Distribución Perú,2016-09-03 00:00:00,2025-01-31 00:00:00,0,0,8.416438356164383,0.5,0.5,,,0,,,,,
9376,,PIERIPLAST S.A.C.,Enel Distribución Perú,2016-09-03 00:00:00,2025-01-31 00:00:00,0,0,8.416438356164383,1.1,1.1,,,0,,,,,
9377,,TREN URBANO DE LIMA S.A.,Enel Distribución Perú,2022-01-01 00:00:00,2025-12-30 00:00:00,10.41,10.41,3.9972602739726026,8,8,,,0,,,,,
9378,,TREN URBANO DE LIMA S.A.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9,9,4.0849315068493155,7,7,,,0,,,,,
9379,,TREN URBANO DE LIMA S.A.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,9,9,4.0849315068493155,7,7,,,0,,,,,
9380,,CIA.INDUSTRIAL NUEVO MUNDO S.A.,Enel Distribución Perú,2016-01-04 00:00:00,2021-04-30 00:00:00,8.65,8.65,5.323287671232877,3,3,,,0,,,,,
9381,,CIA.INDUSTRIAL NUEVO MUNDO S.A.,Enel Distribución Perú,2016-01-04 00:00:00,2021-04-30 00:00:00,8.65,8.65,5.323287671232877,4.5,4.5,,,0,,,,,
9382,,PERU PIMA SA.,Enel Distribución Perú,2016-01-04 00:00:00,2021-04-30 00:00:00,0,0,5.323287671232877,3.2,3.2,,,0,,,,,
9383,,COGORNO S.A. EN LIQUIDACION,Enel Distribución Perú,2016-01-06 00:00:00,2021-06-30 00:00:00,0,0,5.484931506849315,1.62,1.62,,,0,,,,,
9384,,COGORNO S.A. EN LIQUIDACION,Enel Distribución Perú,2016-01-06 00:00:00,2021-06-30 00:00:00,0,0,5.484931506849315,0.42,0.42,,,0,,,,,
9385,,COGORNO S.A. EN LIQUIDACION,Enel Distribución Perú,2016-01-06 00:00:00,2021-06-30 00:00:00,0,0,5.484931506849315,1.9,1.9,,,0,,,,,
9386,,METALPREN S A,Enel Distribución Perú,2016-01-05 00:00:00,2025-01-31 00:00:00,0,0,9.07945205479452,2.5,2.5,,,0,,,,,
9387,,TEXFINA S A,Enel Distribución Perú,2016-01-05 00:00:00,2021-05-30 00:00:00,8.71,8.71,5.402739726027397,1.35,1.35,,,0,,,,,
9388,,TEXFINA S A,Enel Distribución Perú,2016-01-05 00:00:00,2021-05-30 00:00:00,8.71,8.71,5.402739726027397,0.7,0.7,,,0,,,,,
9389,,TEXFINA S A,Enel Distribución Perú,2016-01-05 00:00:00,2021-05-30 00:00:00,8.71,8.71,5.402739726027397,0.7,0.7,,,0,,,,,
9390,,GLOBAL AGRO PERU S.A.C.,Electro Dunas,2021-01-02 00:00:00,2023-12-31 00:00:00,20,20,2.9945205479452053,0.25,0.25,,,0,,,,,
9391,,CIRILA ELENA AYBAR MOLINA,Electro Dunas,2021-01-02 00:00:00,2023-12-31 00:00:00,21.5,21.5,2.9945205479452053,1,1,,,0,,,,,
9392,,FUNDO DOÑA PANCHA S.A.C.,Electro Dunas,2021-01-03 00:00:00,2023-12-31 00:00:00,21,21,2.9917808219178084,0.6,0.6,,,0,,,,,
9393,,EXPORTADORA FRUTICOLA DEL SUR S.A.,Electro Dunas,2021-01-03 00:00:00,2023-12-31 00:00:00,21,21,2.9917808219178084,0.6784,0.6784,,,0,,,,,
9394,,HIELO SEFRIN S.R.L.,Electro Dunas,2021-01-03 00:00:00,2022-12-31 00:00:00,22,22,1.9917808219178081,0.54,0.54,,,0,,,,,
9395,,AUTORIDAD NACIONAL DEL AGUA,Electro Dunas,2021-01-04 00:00:00,2023-12-31 00:00:00,22,22,2.989041095890411,0.23,0.23,,,0,,,,,
9396,,EXPORTADORA FRUTICOLA DEL SUR S.A.,Electro Dunas,2021-01-04 00:00:00,2023-12-31 00:00:00,22,22,2.989041095890411,0.65,0.65,,,0,,,,,
9397,,ELMER HINOJOSA MENESES,Electro Dunas,2021-01-04 00:00:00,2023-12-31 00:00:00,22,22,2.989041095890411,0.201,0.201,,,0,,,,,
9398,,AGRICOLA ANDREA S.A.C.,Electro Dunas,2021-01-05 00:00:00,2023-12-31 00:00:00,22,22,2.9863013698630136,0.5,0.5,,,0,,,,,
9399,,BIODIESEL PERU INTERNACIONAL S.A.C.,Electro Dunas,2021-01-05 00:00:00,2023-12-31 00:00:00,22,22,2.9863013698630136,0.25,0.25,,,0,,,,,
9400,,PLANTA CONCENTRADORA SAN FERNANDO S.A.C.,Electro Dunas,2021-01-05 00:00:00,2023-12-31 00:00:00,22,22,2.9863013698630136,0.4,0.4,,,0,,,,,
9401,,GRIFOS ESPINOZA S A,Electro Dunas,2021-01-06 00:00:00,2024-04-30 00:00:00,21,21,3.315068493150685,1,1,,,0,,,,,
9402,,GRIFOS ESPINOZA S A,Electro Dunas,2021-01-06 00:00:00,2024-04-30 00:00:00,21,21,3.315068493150685,0.4,0.4,,,0,,,,,
9403,,GRIFOS ESPINOZA S A,Electro Dunas,2021-01-06 00:00:00,2024-04-30 00:00:00,21,21,3.315068493150685,0.25,0.25,,,0,,,,,
9404,,GRIFOS ESPINOZA S A,Electro Dunas,2021-01-06 00:00:00,2024-04-30 00:00:00,21,21,3.315068493150685,0.5,0.5,,,0,,,,,
9405,,Farmindustria S.A.,Electro Dunas,2021-01-06 00:00:00,2024-05-31 00:00:00,18.5,18.5,3.4,1.274,1.274,,,0,,,,,
9406,,Farmindustria S.A.,Electro Dunas,2021-01-06 00:00:00,2024-05-31 00:00:00,18.5,18.5,3.4,0.64,0.64,,,0,,,,,
9407,,CONSORCIO MUZA S.A.C.,Electro Dunas,2021-01-07 00:00:00,2024-12-31 00:00:00,25,25,3.9835616438356163,1.313,1.313,,,0,,,,,
9408,,COEXA,Electro Dunas,2021-01-07 00:00:00,2023-12-31 00:00:00,21,21,2.9808219178082194,0.3,0.3,,,0,,,,,
9409,,AGRO FLORAL PERU S.A.C.,Electro Dunas,2021-01-07 00:00:00,2024-04-30 00:00:00,24,24,3.3123287671232875,0.7,0.7,,,0,,,,,
9410,,AUSTRAL GROUP S.A.A,Electro Dunas,2021-01-07 00:00:00,2024-12-31 00:00:00,26,26,3.9835616438356163,3,3,,,0,,,,,
9411,,CMT DEL SUR S.A.C.,Electro Dunas,2021-01-07 00:00:00,2024-12-31 00:00:00,25,25,3.9835616438356163,0.4,0.4,,,0,,,,,
9412,,PLANTA TEXTIL JANTEX S.A.C.,Electro Dunas,2021-01-08 00:00:00,2023-12-31 00:00:00,20,20,2.978082191780822,1.9,1.9,,,0,,,,,
9413,,TREFILERIA LA ANGOSTURA S.A.C.,Electro Dunas,2021-01-08 00:00:00,2024-12-31 00:00:00,25,25,3.9808219178082194,0.35,0.35,,,0,,,,,
9414,,SOCIEDAD AGRICOLA DROKASA S.A.,Electro Dunas,2021-01-08 00:00:00,2024-04-30 00:00:00,24,24,3.3095890410958906,2.32876,2.32876,,,0,,,,,
9415,,GLOBAL AGRO PERU S.A.C.,Electro Dunas,2021-01-08 00:00:00,2024-12-31 00:00:00,24,24,3.9808219178082194,0.36,0.36,,,0,,,,,
9416,,MERCANTIL ALGODONERA S.A.,Electro Dunas,2021-01-08 00:00:00,2024-12-31 00:00:00,25,25,3.9808219178082194,0.225,0.225,,,0,,,,,
9417,,AGRO EMPAQUE SAFCO S.A.C.,Electro Dunas,2021-01-09 00:00:00,2023-12-31 00:00:00,20,20,2.9753424657534246,0.25,0.25,,,0,,,,,
9418,,Servicio Integrales Parakas S.A.C.,Electro Dunas,2021-01-09 00:00:00,2024-12-31 00:00:00,27,27,3.978082191780822,0.3757,0.3757,,,0,,,,,
9419,,SUN FRUITS EXPORTS S.A.,Electro Dunas,2021-01-10 00:00:00,2024-12-31 00:00:00,25,25,3.9753424657534246,0.2,0.2,,,0,,,,,
9420,,Covemine S.C.R.L.,Electro Dunas,2021-01-10 00:00:00,2024-12-31 00:00:00,26,26,3.9753424657534246,0.6598,0.6598,,,0,,,,,
9421,,Hospital Regional de Ica,Electro Dunas,2021-01-10 00:00:00,2024-12-31 00:00:00,26,26,3.9753424657534246,0.5,0.5,,,0,,,,,
9422,,G & C TRADING,Electro Dunas,2021-01-11 00:00:00,2024-12-31 00:00:00,26,26,3.9726027397260273,1.1,1.1,,,0,,,,,
9423,,Ladrillera Progreso del sur s.a.c.,Electro Dunas,2021-01-11 00:00:00,2024-12-31 00:00:00,26,26,3.9726027397260273,0.45,0.45,,,0,,,,,
9424,,ALCOAXARQUIA PERU S.A.C.,Electro Dunas,2021-01-12 00:00:00,2024-12-31 00:00:00,27,27,3.96986301369863,0.2,0.2,,,0,,,,,
9425,,Distribuciones Erco S.A.C.,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,26.5,26.5,3.0,0.6,0.6,,,0,,,,,
9426,,Maderera Bozovich S.A.C.,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,25,25,3.0,1,1,,,0,,,,,
9427,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2022-01-01 00:00:00,2023-12-31 00:00:00,19,19,1.9972602739726026,0.3,0.3,,,0,,,,,
9428,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2022-01-01 00:00:00,2023-12-31 00:00:00,19,19,1.9972602739726026,0.25,0.25,,,0,,,,,
9429,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2022-01-01 00:00:00,2023-12-31 00:00:00,19,19,1.9972602739726026,0.25,0.25,,,0,,,,,
9430,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2022-01-01 00:00:00,2023-12-31 00:00:00,19,19,1.9972602739726026,0.25,0.25,,,0,,,,,
9431,,AGRICOLA DON RICARDO S.A.C.,Electro Dunas,2022-01-01 00:00:00,2023-12-31 00:00:00,19,19,1.9972602739726026,0.7,0.7,,,0,,,,,
9432,,SUN FRUITS EXPORTS S.A.,Electro Dunas,2022-01-01 00:00:00,2023-12-31 00:00:00,20,20,1.9972602739726026,1.3,1.3,,,0,,,,,
9433,,Manolo Alfredo Esponda preciado,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,26,26,3.0,0.5,0.5,,,0,,,,,
9434,,CFG INVESTMENT S.A.C.,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,26,26,3.0,2.5,2.5,,,0,,,,,
9435,,CFG INVESTMENT S.A.C.,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,26,26,3.0,2.5,2.5,,,0,,,,,
9436,,Compañía Americana de Conservas,Electro Dunas,2022-01-01 00:00:00,2024-12-31 00:00:00,19,19,3.0,0.44,0.44,,,0,,,,,
9437,,EL PDREGAL,Electro Dunas,2022-01-02 00:00:00,2024-12-31 00:00:00,26,26,2.9972602739726026,0.5,0.5,,,0,,,,,
9438,,EL PDREGAL,Electro Dunas,2022-01-02 00:00:00,2024-12-31 00:00:00,26,26,2.9972602739726026,0.3,0.3,,,0,,,,,
9439,,AGRICOLA ISPANA S.A.C.,Electro Dunas,2022-01-03 00:00:00,2024-12-31 00:00:00,25.5,25.5,2.9945205479452053,0.2249,0.2249,,,0,,,,,
9440,,FARMACOLOGICOS VETERINARIOS S.A.C.,Electro Dunas,2022-01-04 00:00:00,2025-04-30 00:00:00,27,27,3.3205479452054796,0.95,0.95,,,0,,,,,
9441,,MOLINERA MENA BERRY S.C.R.L,Electro Dunas,2022-01-04 00:00:00,2025-04-30 00:00:00,27,27,3.3205479452054796,0.25,0.25,,,0,,,,,
9442,,SAN FERNANDO S.A.,Electro Dunas,2022-01-05 00:00:00,2024-12-31 00:00:00,67.5,67.5,2.989041095890411,3.5,3.5,,,0,,,,,
9443,,TRANSMARINA DEL PERU S.A.C.,Electro Dunas,2022-01-05 00:00:00,2024-12-31 00:00:00,27,27,2.989041095890411,1,1,,,0,,,,,
9444,,ICATOM S.A.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.315068493150685,1,1,,,0,,,,,
9445,,ICATOM S.A.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.315068493150685,0.6,0.6,,,0,,,,,
9446,,ICATOM S.A.,Electro Dunas,2022-01-06 00:00:00,2026-04-30 00:00:00,26.5,26.5,4.315068493150685,0.38,0.38,,,0,,,,,
9447,,UNIVERSIDAD PRIVADA DEL NORTE SAC,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.67,10.07,4.0849315068493155,0.34,0.34,,,0,,,,,
9448,,LAUREATE PERU S.A.C.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.67,10.07,4.0849315068493155,0.355,0.355,,,0,,,,,
9449,,LAUREATE PERU S.A.C.,Enel Distribución Perú,2017-01-07 00:00:00,2021-07-31 00:00:00,11.25,10.61,4.564383561643836,0.386,0.386,,,0,,,,,
9450,,UNIVERSIDAD DEL PACIFICO,Enel Distribución Perú,2017-01-01 00:00:00,2020-01-31 00:00:00,10.11,9.54,3.0821917808219177,0.55,0.55,,,0,,,,,
9451,,UNIVERSIDAD DEL PACIFICO,Enel Distribución Perú,2017-01-01 00:00:00,2020-01-31 00:00:00,10.11,9.54,3.0821917808219177,1,1,,,0,,,,,
9452,,UNIVERSIDAD DEL PACIFICO,Enel Distribución Perú,2017-01-01 00:00:00,2020-01-31 00:00:00,10.11,9.54,3.0821917808219177,0.4,0.4,,,0,,,,,
9453,,ASR AGRICOLA S.A.C.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,10.96,10.34,4.0849315068493155,1,1,,,0,,,,,
9454,,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES TABOADA S.A.,Enel Distribución Perú,2017-01-01 00:00:00,2021-01-31 00:00:00,8.78,8.78,4.0849315068493155,8,8,,,0,,,,,
9455,,AZUMA FOODS KAMPO PERU S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2025-03-31 00:00:00,11.21,11.21,8.246575342465754,0.6,0.6,,,0,,,,,
9456,,EMBOTELLADORA SAN MIGUEL DEL SUR S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2025-06-30 00:00:00,11,11,8.495890410958904,1.5,1.5,,,0,,,,,
9457,,EMBOTELLADORA SAN MIGUEL DEL SUR S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2025-06-30 00:00:00,11,11,8.495890410958904,1.2,1.2,,,0,,,,,
9458,,SERVICIOS INDUSTRIALES DE LA MARINA S.A.,Enel Distribución Perú,2010-01-06 00:00:00,2021-07-31 00:00:00,14.15,11.83,11.572602739726028,5,5,,,0,,,,,
9459,,HILADOS ACRILICOS SAN JUAN SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.12,10.49,4.158904109589041,0.465,0.465,,,0,,,,,
9460,,CONFITECA DEL PERU S.A.,Enel Distribución Perú,2017-01-02 00:00:00,2021-12-31 00:00:00,9.9,9.9,4.997260273972603,0.995,0.995,,,0,,,,,
9461,,PLASTICOS NACIONALES S A,Enel Distribución Perú,2017-01-02 00:00:00,2020-02-28 00:00:00,10.21,10.21,3.1561643835616437,1,1,,,0,,,,,
9462,,INDUSTRIAS W.V. VALENTES S.A.C.,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.08,10.45,4.158904109589041,1.5,1.5,,,0,,,,,
9463,,MANUFACTURAS Y MOLDEOS PLASTICOS SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.08,10.45,4.158904109589041,0.3,0.3,,,0,,,,,
9464,,MANUFACTURAS Y MOLDEOS PLASTICOS SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.08,10.45,4.158904109589041,0.5,0.5,,,0,,,,,
9465,,MANUFACTURAS Y MOLDEOS PLASTICOS SOCIEDAD ANONIMA CERRADA,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,11.08,10.45,4.158904109589041,0.5,0.5,,,0,,,,,
9466,,AUSTRAL GROUP S.A.A,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,9.93,9.93,4.158904109589041,2.3,2.3,,,0,,,,,
9467,,AUSTRAL GROUP S.A.A,Enel Distribución Perú,2017-01-02 00:00:00,2021-02-28 00:00:00,9.93,9.93,4.158904109589041,1.6,1.6,,,0,,,,,
9468,,KINDUIT S.A.C.,Enel Distribución Perú,2017-01-03 00:00:00,2021-03-31 00:00:00,11.52,11.52,4.241095890410959,0.6,0.6,,,0,,,,,
9469,,INVERSIONES NORLIMA S.A.,Enel Distribución Perú,2017-01-03 00:00:00,2022-03-28 00:00:00,11.97,8.69,5.232876712328767,2.7,2.7,,,0,,,,,
9470,,COSTA DEL SOL S A,Enel Distribución Perú,2021-01-09 00:00:00,2024-12-31 00:00:00,10.59,10.59,3.978082191780822,0.6,0.6,,,0,,,,,
9471,,COSTA DEL SOL S A,Enel Distribución Perú,2021-01-09 00:00:00,2024-12-31 00:00:00,10.59,10.59,3.978082191780822,1,1,,,0,,,,,
9472,,VIPLASTIC PERU S A,Enel Distribución Perú,2017-01-05 00:00:00,2025-02-28 00:00:00,11.54,10.89,8.153424657534247,1,1,,,0,,,,,
9473,,KOMATSU-MITSUI MAQUINARIAS PERU S.A.,Enel Distribución Perú,2017-01-05 00:00:00,2021-05-31 00:00:00,11.42,11.42,4.402739726027397,2.3,2.3,,,0,,,,,
9474,,DEPOSITOS S.A.C.,Enel Distribución Perú,2017-01-05 00:00:00,2021-05-31 00:00:00,10.6,10,4.402739726027397,0.65,0.65,,,0,,,,,
